"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000049089",487.041161736864,-0.905109192194669,0.245788101563021,-3.68247765631811,0.000230978117797233,0.0257800634594039
"ENSG00000086205",1444.47387814427,-0.98598709793385,0.269139482050671,-3.66347995627121,0.000248811694611061,0.0257800634594039
"ENSG00000168280",721.182673798949,-0.90946005501876,0.247555159770342,-3.6737673165951,0.000239000390916672,0.0257800634594039
"ENSG00000182718",389.525685863652,0.916380951808535,0.250292640837499,3.66123809610323,0.000250999361570829,0.0257800634594039
"ENSG00000249669",233.51379454187,1.08814903143348,0.301318884722575,3.61128719972311,0.000304681027934232,0.0303157622794561
"ENSG00000087245",526.021425485217,0.855008523531503,0.237576810869264,3.59887196230614,0.000319600483758367,0.0308366042511103
"ENSG00000198467",1965.60249333437,1.03169563786421,0.288937231592842,3.57065661692928,0.000356087462869444,0.0333465435816561
"ENSG00000012660",1413.86119163965,-0.848775515133216,0.238314256353379,-3.56158094828633,0.000368628416889088,0.0335346536964245
"ENSG00000163431",806.211741717313,0.989804523417256,0.280739984251519,3.52569843606771,0.000422367619091624,0.036602033917639
"ENSG00000196353",832.805263244297,-0.801451337758855,0.227436793402781,-3.52384205637088,0.000425337705701207,0.036602033917639
"ENSG00000100097",459.288828193544,0.841169811047038,0.243001732377746,3.46157948264928,0.000537015521973787,0.0392849961329712
"ENSG00000106624",1289.68603143238,0.772326072672174,0.221221922477317,3.49118235671858,0.000480887906693086,0.0392849961329712
"ENSG00000134612",373.214817568784,-1.04675902264466,0.301337745790308,-3.47370695263999,0.000513321332002926,0.0392849961329712
"ENSG00000159403",753.333247144179,0.885292678380463,0.25596455812328,3.45865335760305,0.000542883112390305,0.0392849961329712
"ENSG00000188559",651.792613171271,-0.782584160432658,0.225051494749835,-3.47735597714012,0.000506385018324589,0.0392849961329712
"ENSG00000196586",942.764319172896,-0.916404292126858,0.262846258927276,-3.48646503802973,0.000489449355706742,0.0392849961329712
"ENSG00000244731",252.485219109494,1.05924133189914,0.305931666777369,3.46234616068682,0.000535487945352864,0.0392849961329712
"ENSG00000135480",270.573623980656,1.04093259151129,0.302444929985297,3.44172604104125,0.000578015319866359,0.0408977950767664
"ENSG00000151150",366.004554055654,-0.8391806697095,0.244603165285016,-3.43078417947564,0.000601839217830833,0.0416577406428994
"ENSG00000149131",635.102290072076,0.855132591705903,0.25036695795741,3.41551696231165,0.00063661064394277,0.0431269849002932
"ENSG00000149591",3515.76467994485,0.910687326939705,0.268018560580146,3.39785171955426,0.000679172214317062,0.0450517568830318
"ENSG00000140396",272.215245849093,-0.85507991269093,0.252130156878271,-3.39142260203235,0.000695307985313793,0.0451808290865126
"ENSG00000211896",1470.43375693867,-0.916222199592531,0.272108599872214,-3.36711959865584,0.000759577388955037,0.0483698881286568
"ENSG00000064393",855.159679579828,-0.788336822807895,0.234802506331166,-3.35744637110485,0.000786660022418575,0.0491122649290342
"ENSG00000143797",343.795638714232,-1.02829034299906,0.308618594880882,-3.33191311235135,0.000862511804677364,0.052812261271014
"ENSG00000012223",2891.54248369776,2.3448796038191,0.710199205844785,3.30172096014928,0.000960936146597764,0.0533181447086175
"ENSG00000102287",346.811082870328,0.815947167289169,0.248334412201418,3.28567901667762,0.00101736871674695,0.0533181447086175
"ENSG00000138814",1570.73913157593,-0.697155313221927,0.21092368539858,-3.30524906154811,0.000948920347947026,0.0533181447086175
"ENSG00000152583",1898.66483103143,0.856318659702962,0.260623627198103,3.28565245180961,0.001017464659708,0.0533181447086175
"ENSG00000154305",782.312475677318,-0.770048431888873,0.234054962488519,-3.2900324936569,0.0010017581385927,0.0533181447086175
"ENSG00000160191",481.606343061191,-0.866782914808911,0.262008970692548,-3.30821846487856,0.000938915352433956,0.0533181447086175
"ENSG00000171992",371.085931772201,0.781917077792044,0.238059735062653,3.28454149369803,0.00102148455628947,0.0533181447086175
"ENSG00000185215",502.468904872602,0.957675106769359,0.290416833512424,3.29758814317625,0.000975190610775148,0.0533181447086175
"ENSG00000205542",734.161793799633,0.786080155300641,0.238561791153335,3.29507986798854,0.000983937104606975,0.0533181447086175
"ENSG00000215105",303.70731260551,-0.835882818936379,0.255424122447934,-3.27252888617349,0.00106589980146992,0.0547391123851648
"ENSG00000184012",3783.53982105121,-0.93942250848729,0.287873619757119,-3.26331571916832,0.00110116772004199,0.0556526669938682
"ENSG00000157388",405.682893021066,-0.908266935647893,0.279600670690066,-3.24844333672824,0.0011603831779459,0.0559796975542387
"ENSG00000173442",435.331022095894,0.784715903118329,0.241022453292342,3.25577925375495,0.00113081632546258,0.0559796975542387
"ENSG00000198959",1596.20197573563,0.984294610148936,0.302843191181155,3.25017909866149,0.0011533234966864,0.0559796975542387
"ENSG00000162645",237.844138109331,0.888916677586998,0.277680592961536,3.20122003524434,0.00136846987502626,0.0650329564490093
"ENSG00000072163",233.11052862094,0.951729642685908,0.299295559252099,3.17989897699838,0.00147326403479314,0.0689834218644316
"ENSG00000205189",338.875094462866,-0.840662783592713,0.266795269457322,-3.15096585221572,0.00162731514785689,0.0750923395764689
"ENSG00000120885",928.299452747477,0.832189750907858,0.265405743338967,3.13553783892692,0.00171539297403922,0.0769269187231109
"ENSG00000161970",295.645005795396,0.977611749773145,0.311761046886383,3.13577260384753,0.00171402048417486,0.0769269187231109
"ENSG00000145703",341.389541010823,-0.776992930582096,0.248851928749674,-3.12231026090897,0.00179437726999418,0.0782643455844036
"ENSG00000183723",557.69093098969,-0.719534274058046,0.230328276894034,-3.12395110040735,0.00178440108966761,0.0782643455844036
"ENSG00000130176",1518.8611933612,0.914937255379856,0.294102742801289,3.11094431376329,0.00186490103854488,0.0802411473882012
"ENSG00000188783",450.685080898627,0.792732005229543,0.255321703226745,3.10483595875724,0.00190384580298114,0.0808246004892258
"ENSG00000111799",387.304808857686,0.750517290370154,0.24221243934603,3.09859102363421,0.00194443229890919,0.0814227366361761
"ENSG00000146674",331.147812540598,0.848439119997043,0.274151885224749,3.09477762409511,0.00196960507983507,0.0814227366361761
"ENSG00000182326",1006.99848747643,0.755438381758551,0.244397182966649,3.09102737023626,0.00199465246784602,0.0814227366361761
"ENSG00000050165",377.312053623416,0.751041212532376,0.243780496977863,3.08080926014593,0.00206438847071844,0.0832026948198419
"ENSG00000112796",304.838735401174,-0.791094945310887,0.259215482701066,-3.0518815352677,0.00227411832442755,0.0905099093122164
"ENSG00000155093",521.260690254645,-0.862973433722606,0.283661674775657,-3.04226305652717,0.00234806595816482,0.0922992840839108
"ENSG00000111341",2391.56881851207,0.834814821118045,0.276229865628493,3.02217437357337,0.00250965933452432,0.0923306220090833
"ENSG00000133392",15087.2320253561,0.886093437839946,0.292729344302648,3.0270058505779,0.00246989177878628,0.0923306220090833
"ENSG00000138593",344.037402728023,-0.79869473585393,0.263127042861097,-3.03539585733708,0.00240220167717007,0.0923306220090833
"ENSG00000140545",446.241362343251,0.761395541424433,0.250963870582649,3.03388507539648,0.00241426380587476,0.0923306220090833
"ENSG00000141469",355.940082250404,0.931559705443241,0.308373362788378,3.02088253349732,0.00252039117439186,0.0923306220090833
"ENSG00000147394",282.595569614108,0.975171977811533,0.322841888487672,3.020586895894,0.00252285305112759,0.0923306220090833
"ENSG00000072195",276.935792490194,0.855845777249825,0.284333736804527,3.01000432403208,0.00261243970546259,0.0934607642943021
"ENSG00000112715",1232.8796253502,-0.946520788178814,0.314395645700407,-3.01060399888862,0.00260728643889554,0.0934607642943021
"ENSG00000112297",720.945326742467,-0.711238828924766,0.237878873203463,-2.98992011920465,0.00279050412379197,0.0955372594640177
"ENSG00000123983",999.863470930017,-0.67012999789987,0.223412547857811,-2.99951817534604,0.00270406989886476,0.0955372594640177
"ENSG00000153234",368.913734379962,-0.754776812067231,0.252274517111032,-2.99188685686805,0.00277258999837367,0.0955372594640177
"ENSG00000162614",237.521820639406,0.966571570379662,0.323233833758929,2.99031682153837,0.00278688225303394,0.0955372594640177
"ENSG00000035862",1125.90279826744,0.656142271304628,0.222332465623878,2.95117615622826,0.00316566316137236,0.0981154868357543
"ENSG00000046604",391.837100779432,-0.71177973888016,0.240529775236995,-2.95921674636265,0.00308422090932806,0.0981154868357543
"ENSG00000049540",245.746771025821,0.747368912325076,0.254310080557043,2.93880962440826,0.00329475383238587,0.0981154868357543
"ENSG00000074527",298.714477235575,0.73123422669523,0.249028868762665,2.93634320522143,0.00332106663574688,0.0981154868357543
"ENSG00000111319",372.818815742208,0.769340643176809,0.262513007763639,2.9306762728859,0.00338225042944351,0.0981154868357543
"ENSG00000131771",391.927347587085,0.787890391584224,0.268986993113057,2.92910219362566,0.00339942637265696,0.0981154868357543
"ENSG00000135090",528.759913006212,-0.674658676854377,0.230480581846171,-2.92718228776715,0.00342048336644746,0.0981154868357543
"ENSG00000135678",292.250777428715,0.803014188090418,0.271850136299096,2.95388554525837,0.00313800363414302,0.0981154868357543
"ENSG00000136068",2985.54837084188,-0.628116987108731,0.213936377424199,-2.93599898563901,0.00332475409661249,0.0981154868357543
"ENSG00000143947",332.67143590617,0.903385832110678,0.306065221806546,2.95161216546739,0.00316119709329895,0.0981154868357543
"ENSG00000149273",1027.26348385779,0.687683667421648,0.23291679758728,2.95248635798349,0.00315225998488964,0.0981154868357543
"ENSG00000149451",236.329943514464,0.968266019281846,0.33019357407365,2.93241933008022,0.00336332286659993,0.0981154868357543
"ENSG00000155111",682.128370174817,-0.706642350053238,0.238663114248027,-2.96083603987029,0.0030680522202656,0.0981154868357543
"ENSG00000162896",323.985313106472,1.00914932669354,0.339245731173741,2.9746854093109,0.00293289155728902,0.0981154868357543
"ENSG00000165105",316.091066935177,-0.722844718100816,0.243988723780756,-2.96261526721355,0.00305037574417368,0.0981154868357543
"ENSG00000198380",707.867258386697,-0.669469174378157,0.225182807424361,-2.9730030548759,0.00294901516240778,0.0981154868357543
"ENSG00000227191",394.594719143073,-1.03215412895991,0.351170335195333,-2.9391837109071,0.0032907795466747,0.0981154868357543
"ENSG00000272060",654.74555945097,0.734878205057632,0.25031918566384,2.93576460433408,0.00332726704571614,0.0981154868357543
"ENSG00000142515",66932.256918592,-0.911998013856646,0.312305302384119,-2.92021303158964,0.00349792183760235,0.0994409208118382
"ENSG00000137124",238.599785756369,0.845669079249895,0.290818628983374,2.90789170627113,0.00363874321181001,0.102192182484138
"ENSG00000174099",335.88861414645,0.843280183410153,0.290169464813397,2.90616445101297,0.00365889095577629,0.102192182484138
"ENSG00000132688",263.515398053647,0.733100304107823,0.25276649853576,2.90030644232748,0.00372798000562003,0.102336102720839
"ENSG00000134871",1051.74900742236,0.663220715838032,0.228674923873619,2.90027740953605,0.00372832535038233,0.102336102720839
"ENSG00000116132",401.348053019798,0.753939507128129,0.260957143386357,2.88913151540708,0.00386307469569821,0.103737638412206
"ENSG00000116133",2739.02074527952,-0.682630248283721,0.235966028094333,-2.89291748391351,0.00381681557141598,0.103737638412206
"ENSG00000168542",2689.35888354737,0.595446832056309,0.206180405973051,2.88798942482506,0.00387712907382303,0.103737638412206
"ENSG00000115414",2412.87317880944,0.684247770410251,0.238305380280628,2.87130642877001,0.00408779053610777,0.105001733378392
"ENSG00000116406",264.077816733944,-0.757419103967176,0.263134172531947,-2.87845207134858,0.00399632001263002,0.105001733378392
"ENSG00000122786",3694.07619072641,0.696390903451828,0.241787432993706,2.88017824098392,0.00397450405251304,0.105001733378392
"ENSG00000142156",1193.43807733964,0.733165473385316,0.255578331048952,2.86865271549524,0.00412224141717934,0.105001733378392
"ENSG00000147065",556.27377524705,0.668401888071418,0.232463406475826,2.87529937810201,0.00403644571390315,0.105001733378392
"ENSG00000182240",333.14126788685,0.735972229741793,0.25642286336402,2.87015057895598,0.00410276369365405,0.105001733378392
"ENSG00000077157",1541.31652946436,0.726772098050295,0.254259495573745,2.85838724099688,0.00425800411330235,0.107599088069482
"ENSG00000095637",1103.84884646889,0.75751821346444,0.266244895342351,2.84519337916464,0.0044384468326416,0.109550501667681
"ENSG00000107796",4232.30445201811,0.82801419360529,0.290825933226118,2.84711265058163,0.00441177475684444,0.109550501667681
"ENSG00000168386",485.532281309777,0.8944258817434,0.313947000621829,2.84897094086526,0.00438608863661523,0.109550501667681
"ENSG00000114391",236.217634032011,0.845530484380853,0.298146783273635,2.83595373760862,0.00456890636644272,0.111903060544259
"ENSG00000117143",407.728703071205,-0.716510583670725,0.253557481733582,-2.82583096650084,0.00471581422380557,0.114487249483606
"ENSG00000166441",424.620334331227,0.749027449355118,0.265258508622872,2.82376408298381,0.0047463306946721,0.114487249483606
"ENSG00000136235",290.546301999799,0.800155680981442,0.283713365201698,2.82029604214307,0.004797936306064,0.114644636645214
"ENSG00000164733",1792.39386505301,0.603089936818412,0.213975533849878,2.81849950771256,0.00482486850202849,0.114644636645214
"ENSG00000171345",399.748535464531,0.668771733152023,0.238044421955262,2.8094408919933,0.00496276312008081,0.117047687217313
"ENSG00000114374",392.949041867581,-0.683674739597637,0.243641996100366,-2.80606279106334,0.00501509185756498,0.117412150547698
"ENSG00000026025",934.500294964147,0.61992409622245,0.221339135113542,2.80078846384053,0.0050977923356563,0.118477159100217
"ENSG00000118181",458.433977782497,0.703447097116336,0.252673643395849,2.78401454010891,0.00536906272284937,0.123765762013433
"ENSG00000172869",621.734120599852,-0.657058225599957,0.236184956821451,-2.78196475526032,0.00540309074116432,0.123765762013433
"ENSG00000041353",284.038409071205,-0.73179281915474,0.264206526180475,-2.76977571195521,0.00560949055209143,0.127479218250558
"ENSG00000072110",1392.73608333334,0.664061740029818,0.240074386506594,2.76606659166274,0.00567369475819036,0.127479218250558
"ENSG00000224389",362.320424472345,0.80960274450404,0.292761615632926,2.76539922337068,0.0056853168943402,0.127479218250558
"ENSG00000077942",1321.28467013352,0.588486184974231,0.213155225300941,2.76083396099431,0.00576539792658202,0.128370818169491
"ENSG00000143013",243.552281404048,0.714902706184327,0.259261320477855,2.75745994376122,0.005825234986637,0.128511398533859
"ENSG00000156467",254.980195102068,0.74235894817402,0.269367213478822,2.75593654694128,0.00585243492066885,0.128511398533859
"ENSG00000163453",1461.42689443279,0.605662485012346,0.220035087049132,2.75257229714962,0.00591290890824889,0.128950013451126
"ENSG00000125257",2012.55284919365,-0.639408407353485,0.233101936319537,-2.74304202465732,0.00608728944940964,0.129212864046135
"ENSG00000152137",314.52182827,0.871110157970083,0.317423159314129,2.74431821500464,0.0060636727652505,0.129212864046135
"ENSG00000173890",300.134316841096,-0.822779421308282,0.299745901947748,-2.74492300298975,0.00605250964442158,0.129212864046135
"ENSG00000187244",2072.5372917629,-0.567836200271795,0.206911445539733,-2.7443440781663,0.00606319500605423,0.129212864046135
"ENSG00000106789",248.541136192737,-0.749160761679239,0.274810891419763,-2.72609559908207,0.00640884331524713,0.129684016632082
"ENSG00000112096",1408.55749434133,0.802593180357694,0.294760729285852,2.72286332817204,0.00647188256262854,0.129684016632082
"ENSG00000145423",281.946094792789,0.747865576944491,0.274232810780913,2.72711924884134,0.00638899449402276,0.129684016632082
"ENSG00000154330",528.214242862122,0.884655301274427,0.323636225169271,2.73348665098207,0.00626676635503447,0.129684016632082
"ENSG00000159176",3505.27557256098,0.670715930298472,0.24597847224283,2.72672614063698,0.0063966104072228,0.129684016632082
"ENSG00000160932",226.386999742822,0.716648480864661,0.261659944955946,2.73885435917721,0.00616536786140944,0.129684016632082
"ENSG00000169347",290.509214952958,-0.811172374333295,0.297934826504,-2.72265039925571,0.00647605485065987,0.129684016632082
"ENSG00000182253",1396.41094925682,0.805089817344092,0.295121771955093,2.72799194722441,0.00637211635757765,0.129684016632082
"ENSG00000196923",525.663917718317,0.743553385285048,0.272110621831151,2.73254083314115,0.00628478805931158,0.129684016632082
"ENSG00000013375",557.287515941755,-0.735141502364961,0.270383855758734,-2.71888090471251,0.0065503188103631,0.130351344326226
"ENSG00000109586",720.417781462505,-0.602535385567786,0.22184974310532,-2.71596161047499,0.00660835802725529,0.130689515271931
"ENSG00000112769",236.649942873047,0.704372414431257,0.259562421808216,2.7136917953081,0.00665380388530141,0.130775997350615
"ENSG00000183087",321.434368142951,0.681353367622997,0.251639056864817,2.70766142629849,0.00677591090915678,0.132358897759234
"ENSG00000137845",601.2446406665,-0.596855575723045,0.220911691538852,-2.70178355688375,0.00689686432656954,0.133900097657301
"ENSG00000151726",1043.72702581192,-0.589691320469168,0.218738507288328,-2.69587338681008,0.0070204346135772,0.134657010901384
"ENSG00000180573",270.068751757453,-0.841989275286957,0.312176892225029,-2.69715438989001,0.00699348378054093,0.134657010901384
"ENSG00000167751",27493.7235228694,-0.792744948684479,0.294970653740702,-2.68753836570248,0.00719808327558676,0.137237707481846
"ENSG00000084636",530.03877480037,0.602747620905893,0.224512871015019,2.68469071809059,0.00725969508813756,0.137473370686718
"ENSG00000152661",366.709850669129,0.69709842510581,0.260203642628109,2.67904944782854,0.00738314899102661,0.137473370686718
"ENSG00000157227",330.808690445068,0.665744120374097,0.24844972456076,2.67959290979727,0.00737117439433973,0.137473370686718
"ENSG00000196924",10762.8316714416,0.72010284394859,0.268690440140609,2.68004638933842,0.00736119580054036,0.137473370686718
"ENSG00000228253",3454.57081515596,0.593165751114873,0.22172643886487,2.67521435040218,0.00746814845430359,0.138247585340132
"ENSG00000058063",407.167509944879,-0.628676720022335,0.235512049290329,-2.66940363313357,0.00759860744238119,0.138251234837381
"ENSG00000132669",263.376024230668,0.715659775634655,0.267771604252757,2.67264999077021,0.00752547236212999,0.138251234837381
"ENSG00000146281",268.513002944514,-0.695537412215332,0.260426709504452,-2.67076066636491,0.00756795856842786,0.138251234837381
"ENSG00000135424",241.350887375078,0.802635038964184,0.301895277459524,2.65865384088956,0.00784535237835718,0.141929556663007
"ENSG00000072952",379.4824642042,0.713519294042,0.268832108603922,2.65414461742458,0.0079509742621907,0.142224168824804
"ENSG00000111110",528.642317464242,-0.71133380279591,0.267955166196463,-2.65467470880694,0.00793849194772735,0.142224168824804
"ENSG00000105707",293.865020182876,-0.837218971432942,0.315815670214146,-2.65097349623357,0.00802601393120075,0.142764404228733
"ENSG00000087301",231.839249004717,-0.729896288097783,0.276139367561031,-2.64321706297985,0.00821223692951568,0.144462775599878
"ENSG00000115641",261.676205655035,0.711019654948019,0.268853162162983,2.64463936086043,0.00817780239311701,0.144462775599878
"ENSG00000113594",350.466404445213,-0.926269015676688,0.350754822590438,-2.6407876842174,0.00827135358463604,0.144703240733413
"ENSG00000140416",2226.20041659775,0.648070397424943,0.245650527932628,2.63818035678182,0.0083352238163159,0.145023784869671
"ENSG00000151617",319.355903643318,0.778525283676969,0.295567876277962,2.63399830008866,0.00843859104196413,0.14542175308136
"ENSG00000183963",801.063595922056,0.722023853338096,0.274162472848974,2.63356193805501,0.00844944231157398,0.14542175308136
"ENSG00000129514",1414.2721744235,-0.612345820467489,0.232887331465119,-2.62936509519499,0.00855444654811224,0.146437407576287
"ENSG00000104154",790.761107204972,-0.862243988811279,0.328426708387101,-2.62537719007613,0.00865530260666973,0.147371569516772
"ENSG00000052344",345.236291668326,-0.66822312972154,0.255193505583613,-2.61849582807114,0.0088318371528764,0.148492152890474
"ENSG00000058668",678.008876017672,0.646252174040309,0.247078173290253,2.61557775595633,0.00890766369412078,0.148492152890474
"ENSG00000100234",1037.04137098927,0.576380156720693,0.220000932172,2.619898702384,0.00879558892614511,0.148492152890474
"ENSG00000174938",271.968939724651,-0.700662200376644,0.267728810199698,-2.61705940370789,0.00886909049085358,0.148492152890474
"ENSG00000135269",345.084598965539,0.710261871675842,0.271834051182084,2.61285099709632,0.00897904392864602,0.14890247848338
"ENSG00000105974",278.205395048857,0.887672394925472,0.340756893001249,2.60500202096343,0.0091873718036491,0.149247917463361
"ENSG00000110880",333.852610183922,0.654460797011914,0.250901734449285,2.6084347262422,0.00909573572249152,0.149247917463361
"ENSG00000123358",2262.0264252712,-0.539171292974442,0.206840696568879,-2.60669830414584,0.00914198703393507,0.149247917463361
"ENSG00000198502",227.661449278647,0.762285359316498,0.292349961079892,2.60744128886059,0.00912217126976883,0.149247917463361
"ENSG00000096088",390.505981144414,2.58081369354759,0.991632947806914,2.60258969738278,0.00925226088126809,0.149539079421105
"ENSG00000122406",863.879716329943,0.586017446055543,0.226025900274422,2.5927004177134,0.00952256798502626,0.153130588203655
"ENSG00000163346",581.99495082329,0.604369246249756,0.233725858229029,2.58580394496843,0.00971521737136605,0.155443477941857
"ENSG00000083223",417.717785976488,-0.659181225463585,0.256090137996653,-2.57402034541525,0.0100524361810398,0.15845028119025
"ENSG00000166446",358.637447262832,-0.610088156639623,0.236861753228084,-2.57571409619747,0.0100033322317884,0.15845028119025
"ENSG00000237550",248.36010568689,0.662526644482804,0.257229907773564,2.57562058089302,0.0100060377748029,0.15845028119025
"ENSG00000129116",1428.61457941839,0.603262533424788,0.235242201434592,2.56443159325102,0.0103344948526232,0.162093751777105
"ENSG00000131981",268.066482618525,0.64107718120919,0.250402628158762,2.56018551371884,0.0104616301228766,0.163283481917838
"ENSG00000017260",1239.03314300934,-0.552785139432703,0.217137755256965,-2.5457808513242,0.0109033615187952,0.168100726743251
"ENSG00000171940",469.031760299387,-0.583291942083253,0.228993444907278,-2.5471992978639,0.0108591395886676,0.168100726743251
"ENSG00000179222",952.20646172627,-0.558801362470012,0.219570755685079,-2.54497171413609,0.0109286590564865,0.168100726743251
"ENSG00000041982",743.75781370107,0.567611246100167,0.224005014159856,2.53392205629426,0.0112793817510022,0.168186659575535
"ENSG00000077235",919.003512832796,-0.604225791818902,0.238295920960546,-2.53561114006204,0.0112251302885176,0.168186659575535
"ENSG00000135596",296.500098898976,0.71255094285465,0.281277238553984,2.53326912094913,0.0113004156116837,0.168186659575535
"ENSG00000148396",1142.99020053757,-0.534976558363458,0.210951332580669,-2.53601886188076,0.0112120694940988,0.168186659575535
"ENSG00000159674",3319.03136539431,-1.60560436872237,0.634219271347811,-2.53162343255546,0.0113535849157167,0.168186659575535
"ENSG00000171302",1004.09271602593,-0.577078666513512,0.227239521614664,-2.53951716854993,0.0111005596925238,0.168186659575535
"ENSG00000179403",518.357560328511,0.665101285673079,0.262727690700919,2.53152335750634,0.0113568253168154,0.168186659575535
"ENSG00000182534",298.639676607415,0.648501107132436,0.256108637751988,2.53213289807287,0.011337101292512,0.168186659575535
"ENSG00000164692",2449.81215876046,0.526262816717188,0.208112294799063,2.52874448011496,0.0114471331200159,0.168335874543709
"ENSG00000167332",4182.36438914087,-0.606589733944357,0.239951969614958,-2.52796313744675,0.01147263969095,0.168335874543709
"ENSG00000162407",556.198164846817,0.681257462756312,0.269945794438358,2.52368244585443,0.0116132781152351,0.168843276342048
"ENSG00000162981",294.145345116742,-0.773670598212405,0.306400351729308,-2.52503169087714,0.0115687856335892,0.168843276342048
"ENSG00000138061",743.808979467208,0.616437170643769,0.244547518507508,2.520725519547,0.0117113165637553,0.169494690631804
"ENSG00000079308",2270.29642745259,0.659964350174275,0.262202089798796,2.51700644598488,0.0118356663786675,0.169566115165091
"ENSG00000079931",262.670816360186,0.743570776413543,0.29561662964419,2.51532120269594,0.0118923981446378,0.169566115165091
"ENSG00000113657",1070.42994221378,0.601400977184255,0.239156830106831,2.51467197033683,0.0119143180578936,0.169566115165091
"ENSG00000131471",316.848543107519,0.681743065019362,0.271153862230665,2.51422959426415,0.011929274433725,0.169566115165091
"ENSG00000109572",498.90583558954,-0.570516072211039,0.227346590780668,-2.50945514622404,0.0120917570950052,0.169919110682761
"ENSG00000124198",293.726960220187,-0.611488321664799,0.243959866911758,-2.50651194971334,0.0121928936199792,0.169919110682761
"ENSG00000144713",520.341479768276,0.63676712243559,0.254042987175485,2.50653296717744,0.0121921687515038,0.169919110682761
"ENSG00000186480",245.6447020463,-0.712563092123569,0.284376906772878,-2.5056995668522,0.0122209410635528,0.169919110682761
"ENSG00000231991",517.980803852956,0.587813433460826,0.234177379638334,2.51012046666784,0.0120689981074817,0.169919110682761
"ENSG00000065534",3535.46901922847,0.730500947262486,0.29277609043108,2.49508402884575,0.0125927305480577,0.174327191587025
"ENSG00000103942",633.61235935316,-0.709650479532221,0.285073108351787,-2.48936310981847,0.0127972189653349,0.176391104699681
"ENSG00000197323",274.074802837229,-0.63519523056984,0.25549869931871,-2.48609966416108,0.0129151790249458,0.17724969834236
"ENSG00000142173",1775.00684244302,0.566949699431622,0.228742547707046,2.47854937839427,0.0131917850178498,0.180268856209588
